_ID,_ID_Template,_ID_Vehicle,actioned_Email,actioned_Print,actioned_SMS,actionedDate_Email,actionedDate_Print,actionedDate_SMS,DueDate,method_Email,method_Print,method_SMS,Reschedule
"5CDF68AA9434F0418DE0EDE664EC56B9","30DE5E6B652872449B324DCFE37B1A0B","650570186FDDA247B20368EA6A405001","0","1","0","","25/06/2016","","15/07/2016","0","1","0","0"
"AC58D4B75AF2AA44BCF7ED4D6E9C507F","0526AF6DAB24764B942E0E0F1000EED0","2C4C3604552B634B9BFE8645CEA31581","0","0","0","","15/02/2013","","16/03/2013","0","1","0","0"
"C1559517D296F9408168B844E1CB4F8D","0526AF6DAB24764B942E0E0F1000EED0","A5840F8D0E802E43ACBB594D963B155F","0","1","0","","07/03/2014","","16/03/2014","0","1","0","0"
"D0EE67FBA819E949B95377F9CB8E052D","0526AF6DAB24764B942E0E0F1000EED0","D1F5518E1D5C514F894ADE46BC0A49F9","0","0","0","","29/03/2013","","28/04/2013","0","1","0","0"
"5F5D1E842F8F4246BFFEE743A5DBA034","0526AF6DAB24764B942E0E0F1000EED0","5FCBC6509134CF43A316465D01DD752F","0","0","0","","12/07/2013","","10/08/2013","0","1","0","0"
"7BE97432FC443641BEC5876692D46E5B","30DE5E6B652872449B324DCFE37B1A0B","5FCBC6509134CF43A316465D01DD752F","0","0","0","","13/07/2012","","09/08/2012","0","1","0","0"
"E7DA0C5BCC39114CB39307ABF7472136","0526AF6DAB24764B942E0E0F1000EED0","4A81500B681C164AA955242E95A084F5","0","1","0","","14/02/2015","","25/02/2015","0","1","0","0"
"B491797D5B5B4E4DBE489DD15A85C23A","0526AF6DAB24764B942E0E0F1000EED0","4E256214D5B196458EA1BC9347B5E472","0","1","0","","07/03/2014","","17/03/2014","0","1","0","0"
"63AE9C146AC4334E883AEEE0C98A545F","30DE5E6B652872449B324DCFE37B1A0B","4E256214D5B196458EA1BC9347B5E472","0","1","0","","18/10/2014","","30/10/2014","0","1","0","0"
"2E8EA96F5CC6E1479F3C401E10E2AE3D","0526AF6DAB24764B942E0E0F1000EED0","4B2C85DD0925064FA1C69998FED93A6E","0","1","0","","20/05/2018","","08/06/2018","0","1","0","0"
"D925AF7867957D47A796106DA06167F6","30DE5E6B652872449B324DCFE37B1A0B","4B2C85DD0925064FA1C69998FED93A6E","0","1","0","","21/05/2016","","08/06/2016","0","1","0","0"
"ACFF5E2FA470DA46B4EC329CCB56DE3C","0526AF6DAB24764B942E0E0F1000EED0","DB14A5F5E70A2B4BBE6A6DEA8177EEC9","0","0","0","","28/06/2013","","22/07/2013","0","1","0","0"
"7AD25D383D6FBC4E99479A7094219B99","0526AF6DAB24764B942E0E0F1000EED0","33E9EEBAE76EA64EA40D4A42E2ACF1B2","0","0","1","","","15/07/2018","02/08/2018","0","0","1","0"
"E342C79A35AC0442AA0D679600D28844","30DE5E6B652872449B324DCFE37B1A0B","33E9EEBAE76EA64EA40D4A42E2ACF1B2","0","0","1","","","15/07/2018","02/08/2018","0","0","1","0"
"483A3A80C0BA5F45A97725190D74D33D","0526AF6DAB24764B942E0E0F1000EED0","BDFF0D002CA9454FB6A2D78C51A2EA37","0","1","0","","21/03/2015","","31/03/2015","0","1","0","0"
"ACAEBF8CDD0DAA4DA9F8BAC89F01DFD7","30DE5E6B652872449B324DCFE37B1A0B","BDFF0D002CA9454FB6A2D78C51A2EA37","0","1","0","","07/03/2014","","17/03/2014","0","1","0","0"
"393C2C8D915DD941A0FC0C2CE92391A3","0526AF6DAB24764B942E0E0F1000EED0","9115BA04FED8394B92777B43047638E3","0","1","0","","07/03/2019","","27/03/2019","0","1","0","0"
"A66D0AF43CBD3D42B0F695A9E2D1DF85","30DE5E6B652872449B324DCFE37B1A0B","9115BA04FED8394B92777B43047638E3","0","1","0","","18/03/2018","","04/04/2018","0","1","0","0"
"7C984FA596CE2F469ACDF813A6C2E658","0526AF6DAB24764B942E0E0F1000EED0","5E5DA73C2533064886932FA5BF109B0B","0","1","0","","28/03/2014","","08/04/2014","0","1","0","0"
"3C4A29B5834EB44BBA021A674D7C08E5","30DE5E6B652872449B324DCFE37B1A0B","5E5DA73C2533064886932FA5BF109B0B","0","1","0","","28/03/2014","","07/04/2014","0","1","0","0"
"2CEEA181DA8A764E8B266D429F79FD67","0526AF6DAB24764B942E0E0F1000EED0","0B5D050D603EF54A909B7828FD1760EF","0","1","0","","07/03/2014","","19/03/2014","0","1","0","0"
"F75A534276B28A40844BC95EACDBACC1","0526AF6DAB24764B942E0E0F1000EED0","8CA4A0870DF7D54F944ACD54EBBB1D46","0","1","0","","21/05/2016","","07/06/2016","0","1","0","0"
"1365E694B63E604F90AB1C0F71212DD5","30DE5E6B652872449B324DCFE37B1A0B","8CA4A0870DF7D54F944ACD54EBBB1D46","0","0","0","","15/02/2013","","17/03/2013","0","1","0","0"
"CE6247A137E4EB48B4E6B75360E3692E","0526AF6DAB24764B942E0E0F1000EED0","DDC785E91CDAA9428127A1F1DBA41D9A","0","1","0","","07/03/2014","","18/03/2014","0","1","0","0"
"B5E82C3F72A891459FA1227C55431334","30DE5E6B652872449B324DCFE37B1A0B","DDC785E91CDAA9428127A1F1DBA41D9A","0","1","0","","21/02/2014","","25/02/2014","0","1","0","0"
"6D8241E9A7D16240AA2D73BCCA6A20C5","0526AF6DAB24764B942E0E0F1000EED0","EAC8E044771CA04FA3A9D09558996FBE","0","0","0","","24/05/2013","","21/06/2013","0","1","0","0"
"FB25D188B786BA4F9F83478EDB6D0FD2","0526AF6DAB24764B942E0E0F1000EED0","1868FF02D72FF54EBFA8E6E44DAF283A","0","1","0","","12/03/2016","","31/03/2016","0","1","0","0"
"B32BE50468F31A45BF197DD25231148E","0526AF6DAB24764B942E0E0F1000EED0","7494791D37BD724BA648CCF06E33297E","0","0","0","","22/02/2013","","18/03/2013","0","1","0","0"
"5E63BA5558B0AE4A9D0296821B29C9A9","30DE5E6B652872449B324DCFE37B1A0B","7494791D37BD724BA648CCF06E33297E","0","0","0","","02/11/2012","","29/11/2012","0","1","0","0"
"D14BCDE956A9B4498ABE1F89480AB17F","0526AF6DAB24764B942E0E0F1000EED0","8DE365ED5C988840B3C85A70F0262AE1","0","0","0","","25/01/2013","","22/02/2013","0","1","0","0"
"FDD6EA5DB92C0347B5CE519725A11CC9","0526AF6DAB24764B942E0E0F1000EED0","E87759B1F1EB7544851D45C9F5C30AE3","0","0","0","","22/02/2013","","22/03/2013","0","1","0","0"
"C3368DCE3EAEAB43B61D26B6C462A694","0526AF6DAB24764B942E0E0F1000EED0","D120DE757431744085BA0D07A0679EC1","0","0","0","","22/02/2013","","18/03/2013","0","1","0","0"
"243FD3FE1A08D945820674AD511D39EA","30DE5E6B652872449B324DCFE37B1A0B","D120DE757431744085BA0D07A0679EC1","0","0","0","","15/02/2013","","17/03/2013","0","1","0","0"
"92AED3ADECB2454D9F7C5F2261B0EDDE","0526AF6DAB24764B942E0E0F1000EED0","38FA9E0B46DCBC48838E7A2C2C6DF158","0","0","0","","22/02/2013","","21/03/2013","0","1","0","0"
"8C99F6029DFC3044AEA4FDF4DABE9A1E","30DE5E6B652872449B324DCFE37B1A0B","38FA9E0B46DCBC48838E7A2C2C6DF158","0","0","0","","22/02/2013","","20/03/2013","0","1","0","0"
"9B7DD0CDD7A76747BF605F0FFEBC8C9D","0526AF6DAB24764B942E0E0F1000EED0","31A9B75D40512841868A416FAF15801A","0","0","0","","04/10/2013","","30/10/2013","0","1","0","0"
"E587519ED76C7F45A9A74998C2713A4D","30DE5E6B652872449B324DCFE37B1A0B","31A9B75D40512841868A416FAF15801A","0","1","0","","23/08/2014","","05/09/2014","0","1","0","0"
"BB5A7BF6E8F47D4BB68A0014F96DD04A","0526AF6DAB24764B942E0E0F1000EED0","6D54FBDFDDA35D4488C300CBF55E8636","0","0","0","","22/02/2013","","23/03/2013","0","1","0","0"
"DFDC78DA3B36EF42A3B20A2FD93CF50D","0526AF6DAB24764B942E0E0F1000EED0","4F8B1177E257BE409D1E8F8ED0D6F0BF","0","0","0","","22/02/2013","","21/03/2013","0","1","0","0"
"F57BB926E5E2CD499566B5DEEBB7F7DE","30DE5E6B652872449B324DCFE37B1A0B","4F8B1177E257BE409D1E8F8ED0D6F0BF","0","0","0","","22/02/2013","","20/03/2013","0","1","0","0"
"3090D3EB46C3B14DB7A535CEC53A47E4","0526AF6DAB24764B942E0E0F1000EED0","234580FE5C223D4EB7066A1DD0BE3E91","0","0","0","","22/02/2013","","22/03/2013","0","1","0","0"
"DAC994913E1566418E4111E333883659","30DE5E6B652872449B324DCFE37B1A0B","234580FE5C223D4EB7066A1DD0BE3E91","0","0","0","","22/02/2013","","21/03/2013","0","1","0","0"
"8BC0DC72DF009D49A270AADDF0174323","0526AF6DAB24764B942E0E0F1000EED0","874364AFDBA8D6479A80BA2C1B22256A","0","0","0","","22/02/2013","","24/03/2013","0","1","0","0"
"A5566DF3639BD347B3C34E9DF55A583F","0526AF6DAB24764B942E0E0F1000EED0","D1224481421B2F44B66EC580C88E4C99","0","0","0","","24/02/2012","","25/03/2012","0","1","0","0"
"34A6B33BBCD09749961ED7B1321D3D61","30DE5E6B652872449B324DCFE37B1A0B","D1224481421B2F44B66EC580C88E4C99","0","1","0","","","","25/09/2011","0","1","0","0"
"2F4822C144A23142AC9571AFC6501213","0526AF6DAB24764B942E0E0F1000EED0","46D7A91B5CF52C48AD0837D425748443","0","1","0","","23/01/2016","","12/02/2016","0","1","0","0"
"2CE179E636A53D42BEE276C97113B8BC","30DE5E6B652872449B324DCFE37B1A0B","46D7A91B5CF52C48AD0837D425748443","0","1","0","","31/01/2015","","11/02/2015","0","1","0","0"
"8D6665BB77A12545B9BE810627489406","0526AF6DAB24764B942E0E0F1000EED0","25857CEA145A3344B9A0A77A05251ED9","0","1","0","","03/04/2019","","22/04/2019","0","1","0","0"
"89B9AECEEB13EB449C10E264A944C327","30DE5E6B652872449B324DCFE37B1A0B","25857CEA145A3344B9A0A77A05251ED9","0","1","0","","02/04/2016","","22/04/2016","0","1","0","0"
"A28381867655DF489CE479E2F1BA4B6D","0526AF6DAB24764B942E0E0F1000EED0","0195EFB9CA8C5C40B148E11E378519A1","0","1","0","","28/02/2019","","22/03/2019","0","1","0","0"
"8594177D8461BC47B4986C97F1054BC6","30DE5E6B652872449B324DCFE37B1A0B","0195EFB9CA8C5C40B148E11E378519A1","0","1","0","","04/03/2018","","22/03/2018","0","1","0","0"
"A6096B795CBC874FAEDD3F779074F834","0526AF6DAB24764B942E0E0F1000EED0","CE452F308BF3B448909067B4FF1227B8","0","0","0","","22/02/2013","","21/03/2013","0","1","0","0"
"A944508651CFF74A82009DCF7D86BD41","0526AF6DAB24764B942E0E0F1000EED0","CCEB36F133783745A9EDED14CA3D4ED1","0","1","0","","04/03/2017","","21/03/2017","0","1","0","0"
"56CA46E621E95D49AC07E0D570BACFA8","30DE5E6B652872449B324DCFE37B1A0B","CCEB36F133783745A9EDED14CA3D4ED1","0","1","0","","04/03/2017","","21/03/2017","0","1","0","0"
"512C055A1DB23245A48C25836C750751","0526AF6DAB24764B942E0E0F1000EED0","4D273C0A5BE4AE47A4FE35694D31C703","0","1","0","","04/03/2017","","22/03/2017","0","1","0","0"
"0D4F88D00DC6CC469E7F1B2707026A46","30DE5E6B652872449B324DCFE37B1A0B","4D273C0A5BE4AE47A4FE35694D31C703","0","1","0","","05/03/2016","","22/03/2016","0","1","0","0"
"14FD84751D6A4A49915FE52FE54C40C8","0526AF6DAB24764B942E0E0F1000EED0","5BD64DFE1FF7B043A197ACC8251EC78A","0","1","0","","02/04/2016","","21/04/2016","0","1","0","0"
"035C6C5137B4CF4093051424117553B9","30DE5E6B652872449B324DCFE37B1A0B","5BD64DFE1FF7B043A197ACC8251EC78A","0","1","0","","02/04/2016","","21/04/2016","0","1","0","0"
"8AFAA9333251FA4CAED5B6644B39CAE8","0526AF6DAB24764B942E0E0F1000EED0","7F519AFBCF3D2144ADB53B09E3C5FAC6","0","1","0","","07/03/2019","","31/03/2019","0","1","0","0"
"AB0B41D81B860C4E8AEED248ACFEA62B","30DE5E6B652872449B324DCFE37B1A0B","7F519AFBCF3D2144ADB53B09E3C5FAC6","0","0","1","","11/11/2018","31/10/2019","15/11/2019","0","0","1","0"
"8EFC0FF8DF12BD4AA37D5353CAC401CC","0526AF6DAB24764B942E0E0F1000EED0","648B93CB0BE16143AEA7B7C6802B3D23","0","1","0","","14/03/2015","","22/03/2015","0","1","0","0"
"9F98EAE0A8DEBE4BA4C2ABBDC90B9C9A","30DE5E6B652872449B324DCFE37B1A0B","648B93CB0BE16143AEA7B7C6802B3D23","0","1","0","","18/04/2014","","02/05/2014","0","1","0","0"
"31030FF8D2A04C49AD500E712A8FD9D3","0526AF6DAB24764B942E0E0F1000EED0","D87D66F152BD5246997BC8A20B08E3C2","0","1","0","","14/03/2014","","22/03/2014","0","1","0","0"
"80EC3A20BC6256458F641F6CD84892B9","30DE5E6B652872449B324DCFE37B1A0B","D87D66F152BD5246997BC8A20B08E3C2","0","1","0","","14/03/2014","","25/03/2014","0","1","0","0"
"A4EF90675ABCDC4097733DB2BB92C0C7","0526AF6DAB24764B942E0E0F1000EED0","99A33ACA18429F428C60B48C7B9D2DC7","0","1","0","","12/10/2020","","27/10/2020","0","1","0","0"
"AD43F33F4D679547A77423E74CC0DB25","30DE5E6B652872449B324DCFE37B1A0B","99A33ACA18429F428C60B48C7B9D2DC7","0","1","0","","10/10/2019","","28/10/2019","0","1","0","0"
"9B4371CDB5068841BE2FECE4C581D169","30DE5E6B652872449B324DCFE37B1A0B","6A5A19C5276498419D3025FB423A2368","0","0","0","","22/02/2013","","24/03/2013","0","1","0","0"
"9A8F0B9DC718104795CA82F8EA3E4E97","0526AF6DAB24764B942E0E0F1000EED0","3F42E51D3992754D97ED033397A7F0C2","0","0","0","","22/02/2013","","23/03/2013","0","1","0","0"
"E73CDA3847D9AE46A796B4FFDEBF1DB8","0526AF6DAB24764B942E0E0F1000EED0","7434555C6B23674FA989C8C295919AEC","0","0","0","","24/05/2013","","23/06/2013","0","1","0","0"
"2A8183826231FC4B94B09749490925F4","30DE5E6B652872449B324DCFE37B1A0B","7434555C6B23674FA989C8C295919AEC","0","0","0","","31/05/2013","","24/06/2013","0","1","0","0"
"96825B019F557A4ABFD8487A099B18A7","0526AF6DAB24764B942E0E0F1000EED0","3C3BF78A63C28D46B9FD027C80289595","0","1","0","","22/04/2018","","11/05/2018","0","1","0","0"
