_ID,_ID_AccountPayment,_ID_Document,Amount,Date,Description,Method,Reconciled,Reconciled_Date,Reconciled_Ref,sageExported,sageExported_date,SurchargeApplied,SurchargeGROSS,SurchargeNET,SurchargeTAX,TotalReceipt
"E0D7BFB6B70ABD4F85CE0C3AEC55AD9A","","OOTOSBT1OR6V6WHBT2JS","493.97","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","493.97"
"4EB79D4BF4DB0B45B8BC300F858D5644","","OOTOSBT1OR6V9GCYN6U8","1054.31","14/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","1054.31"
"2994B5800D2A2843BE58F391A9B8FCBE","","OOTOSBT1OR6VAQAS2A6Y","132","14/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","132"
"205BE84679630748959CD29F21DEBCE9","","OOTOSBT1OR6VDA6EWIEJ","42.35","22/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","42.35"
"E10656452129864A830F3CF562797AC4","","OOTOSBT1OR6VEK48BKMA","174.83","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","174.83"
"022872074E3F3B4C8DFE3581C04DDB36","","OOTOSBT1OR6VFU21QO05","145.77","14/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","145.77"
"699ADF3953D3CE4F9E897E0B391E5B93","","OOTOSBT1OR6VIDXOKUX9","213.47","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","213.47"
"DAF7C7BAF058B94D86F9FFE5D85D671A","OOTOSBT1OR7BGMNH0P7C","OOTOSBT1OR6VKXTBF0BI","40","28/04/2011","Payment to Account ","Cash","1","","","1","30/12/2024","0","0","0","0","40"
"52488C025842F146AE316FA9BCD6F35D","","OOTOSBT1OR6VM7R4U2J0","274.71","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","274.71"
"6607C66DFC686645A66C23A6EC52A23C","","OOTOSBT1OR6VNHOY94X2","334.53","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","334.53"
"026BD9AFFCAE484C86832C01A0C76B4E","","OOTOSBT1OR6VORMRO95M","250.84","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","250.84"
"36D8CCDCE8A9BB4193353DF8B730894D","","OOTOSBT1OR6VQ1KL3BD7","404.02","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","404.02"
"58E9A72BA7F75A4FA980D20ECC510EC0","","OOTOSBT1OR6VYZ5B1UEZ","522.22","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","522.22"
"102F313239C8E949B4CE57B1DF1F5687","OOTOSBT1ORQ2XV7HA2MQ","OOTOSBT1OR6W0934GWG6","79.2","25/05/2011","Payment to Account ","Credit Card","1","","","1","30/12/2024","0","0","0","0","79.2"
"280D66B9AB648844BB6BF253D60F31B9","","OOTOSBT1OR6W2SYRB0WS","46.7","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","46.7"
"AF06B9DD462CA64D80D68DF05ADD071C","","OOTOSBT1OR6W5CUE58WX","40","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","40"
"16AC0FF3B3B0A6459B6E28A011D6D2E4","","OOTOSBT1OR6W6MS7KCUJ","30","07/04/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","30"
"CB35043BDBBF00499FEB1C251647511B","","OOTOSBT1OR6W7WQ0ZF1J","30","29/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","30"
"EE1749BA6AE13942B3284419BDD6D66C","","OOTOSBT1OR6W96NUEGZA","300.19","22/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","300.19"
"3C2041DC94830F4BA1C0BA5C7E0070AA","","OOTOSBT1OR6WAGLNTK3U","40","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","40"
"4DAE23EFA2DCEF49A149C1CF0222AD99","","OOTOSBT1OR6WBQJH8PX4","75.6","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","75.6"
"10B4E1447F095348AADC91FF94BD5554","","OOTOSBT1OR6WD0HANSVY","49","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","49"
"3C40249DD5DB6B429CC992DEAC77FA44","","OOTOSBT1OR6WEAF42WGX","606.09","06/04/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","606.09"
"7336876BF92996418BEBAB69A392E175","","OOTOSBT1OR6WFKCXHYWR","40","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","40"
"0AE0FFA19923B34CAD28990EF7383B09","","OOTOSBT1OR6WI48KC5PO","40","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"8B3BC352B1CD5244B7C952CAF6499488","","OOTOSBT1OR6WJE6DR9RW","14.35","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","14.35"
"00519D798762A9449F80CA9E15E7F09D","","OOTOSBT1OR6WKO477JG5","318.12","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","318.12"
"70F888624C58734AB1356DE2E3D42106","","OOTOSBT1OR6WN7ZU1NA6","151.2","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","151.2"
"2485466935F29540AE8D9E470FB5C046","","OOTOSBT1OR6WOHXNGP80","19.36","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","19.36"
"BCBC51674594D645B6E576F940001547","","OOTOSBT1OR6WPRVGVRPK","54.85","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","54.85"
"696A7C3C7A1F5541A2394C370A70A06C","","OOTOSBT1OR6WR1TAAUTI","279.6","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","279.6"
"DFAB1AC78CBC6B4F8CD6B792959DE8A2","","OOTOSBT1OR6WSBR3PXYV","983.4","03/05/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","983.4"
"A928330956D0C94292A8851DC2A8A2D9","","OOTOSBT1OR6WUVMQK49X","86","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","86"
"E98AA78054C2884ABBCC4BE337D700B1","","OOTOSBT1OR6WW5KJZ79X","328.4","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","328.4"
"C3D918F571D4844EA8619AFB7CDCE3DD","","OOTOSBT1OR6WXFIDEAUO","40","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"85E888D7B5231D46880D3617B040466C","","OOTOSBT1OR6WYPG6TE4A","289.6","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","289.6"
"B8EA2ED66207F44DB13B8DBF726C58D3","","OOTOSBT1OR6WZZE08N16","83.45","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","83.45"
"5A200BA1FF3AE3428C1EBDAB81CDF102","","OOTOSBT1OR6X19BTNQTD","500","30/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","500"
"30CA04F6ADEFCB469436C5C62D94C6C0","","OOTOSBT1OR6X19BTNQTD","214","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","214"
"9F0B458805415B4AB9D948B277ED8BF7","","OOTOSBT1OR6X6D33C327","230.73","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","230.73"
"0AE20FF59B775B4B81B2D342E66F0404","","OOTOSBT1OR6X7N0WSAZX","299.24","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","299.24"
"74BA0622828D3146B28075BD175DD08E","","OOTOSBT1OR6X8WYQ7D9Q","69.75","06/04/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","69.75"
"FAE9139AE0EF3F40B4D66A15A79C0EAA","","OOTOSBT1OR6XA6WJMFDV","40","25/07/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"6436D7D28E5FE140AD4FF8E60DC2E829","","OOTOSBT1OR6XBGUD1HN0","119","22/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","119"
"09C0B5C72AE0CB448790483D8B005D20","","OOTOSBT1OR6XCQS6GK4Z","259.01","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","259.01"
"DAC978CA039661449DB2683E87147EAF","OOTOSBT1ORQV0J6RJAVM","OOTOSBT1OR6XE0PZVN3C","243.96","25/07/2011","Payment to Account ","Credit Card","1","","","1","30/12/2024","0","0","0","0","243.96"
"3BCF5B30488B8F40A8D3935DA39FEC25","","OOTOSBT1OR6XFANTAQVE","337.27","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","337.27"
"8F15E81ED8B31B45B3EF454F257058C1","","OOTOSBT1OR6XGKLMPUJD","61.12","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","61.12"
"53C0794190D01A45922BDAC42518051C","","OOTOSBT1OR6XHUJG4YYT","171.41","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","171.41"
"706D9D6236845543BF9CE942326CB671","","OOTOSBT1OR6XJ4H9K5X5","60.57","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","60.57"
"C52C0FEB1F8DE74984AF61358305AD44","","OOTOSBT1OR6XKEF2Z867","919.32","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","919.32"
"E60BA894F069084D8E386D2C323B0438","","OOTOSBT1OR6XLOCWECG1","12.96","12/04/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","12.96"
"F84EF120A2A5964BB867C7FE923A4BDB","","OOTOSBT1OR6XMYAPTFFT","566.86","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","566.86"
"9A8E3B3DAB5C6C4D991BE9AE8853ACA8","","OOTOSBT1OR6XQS462NBY","672","12/04/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","672"
"E81EF63569A31F43A99EC663305B8BE7","","OOTOSBT1OR6XS21ZIYYN","48.21","20/04/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","48.21"
"8050C352E312F84792DEE8C3AB1793AD","","OOTOSBT1OR6XTBZSY1DW","60.56","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","60.56"
"C718B4C398BDD549974D753F444D37FC","","OOTOSBT1OR6XULXMD4WQ","40","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"821D2934DE161A49857FE835042EA486","","OOTOSBT1OR6XVVVFS6UZ","281.99","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","281.99"
"CFC1905183D50543BD01AACDE98B28A1","","OOTOSBT1OR6XX5T97D2Z","26.8","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","26.8"
"437142270E81E24DB66EAEB71F4DA9B5","OOTOSBT1ORQD09ZKDHKH","OOTOSBT1OR6XYFR2MFCD","8.34","01/06/2011","Payment to Account ","Business Cheque","1","","","1","30/12/2024","0","0","0","0","8.34"
"BF22D1C9FBF87040958FEDD25D36BFB8","","OOTOSBT1OR6Y0ZMPGRGO","310.9","22/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","310.9"
"6F5F15341851E1428D6C0CC929CF5953","OOTOSBT1OR79Q3MF4ESF","OOTOSBT1OR6Y4TG5PXRJ","1127.26","20/04/2011","Payment to Account ","Business Cheque","1","","","1","30/12/2024","0","0","0","0","1127.26"
"0024A28E0DF18E438358D86E40E9A651","OOTOSBT1OUVM5TSB4KJY","OOTOSBT1OR6Y63DZ50MF","187.14","29/09/2011","Payment to Account ","BACS","1","","","1","30/12/2024","0","0","0","0","187.14"
"8AD4C16F82BA864CA92F79F4A420AE92","OOTOSBT1OUVM5TSB4KJY","OOTOSBT1OR6Y8N9LZ59X","57.3","29/09/2011","Payment to Account ","BACS","1","","","1","30/12/2024","0","0","0","0","57.3"
"A64489F855B2EA4FA87281D17CF4DE6E","OOTOSBT1OR7BOAADJFMS","OOTOSBT1OR6Y9X7FE9KU","1182.77","28/04/2011","Payment to Account ","BACS","1","","","1","30/12/2024","0","0","0","0","1182.77"
"AA495DC9086A4A43B64EC4935B8163BB","","OOTOSBT1OR6YDR0VSDKZ","416.67","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","416.67"
"F37741E7E7804646BBF476742B2EDBCA","","OOTOSBT1OR6YF0YP7FU8","314.49","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","314.49"
"5B3EB54CD405034D8040A9047BE7E3D0","","OOTOSBT1OR6YGAWIMI4A","455.98","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","455.98"
"9C4B3A8854975E41ACB777C460BB7A61","","OOTOSBT1OR6YIUS5GLXF","220.91","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","220.91"
"18E7FDA5FDFFAB478C7E39373676BD1E","","OOTOSBT1OR6YK4PYVNTR","726.67","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","726.67"
"ED77E3D3EE2ADC4FA564507A8FF208F2","OOTOSBT1ORQ2WL9NV0R2","OOTOSBT1OR6YLENSARKA","480.24","25/05/2011","Payment to Account ","Personal Cheque","1","","","1","30/12/2024","0","0","0","0","480.24"
"0C12EB466C9D1640A2A82412E99D0F2C","","OOTOSBT1OR6YMOLLPTMN","494.29","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","494.29"
"0C516572C6E6A44695A17BE98F7748DC","","OOTOSBT1OR6YNYJF4VRG","270.3","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","270.3"
"FAFADF33BC7B5849B1B4D8A8EF2CED2D","","OOTOSBT1OR6YRSCVE2FV","815.44","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","815.44"
"88291FF14882044D9BD9F3104E197B24","","OOTOSBT1OR6YUC8I87RW","19.39","22/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","19.39"
"678BCAD583C87F4D8F96C52B51E43617","","OOTOSBT1OR6YY61YHEW2","109","24/03/2011","Business Cheque","Business Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","109"
"59E582B453E6794DAC411A20650704AA","","OOTOSBT1OR6YZFZRWGUY","109","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","109"
"B80C2098EAE28D43B3C1A71BF4D90C84","","OOTOSBT1OR6Z0PXLBPDR","4305.52","17/05/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","4305.52"
"91E869498CB21844A4CC61A035D95737","","OOTOSBT1OR6Z1ZVEQSIG","235","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","235"
"0BC71EDAD0AFB04D890488B63563E39A","","OOTOSBT1OR6Z39T85WVI","225.6","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","225.6"
"6C36C4BAF099204CB2B5ED4729883CEA","","OOTOSBT1OR6Z4JR1L06O","40","22/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"2E3F01EA82E7204490EE2B523E60429C","","OOTOSBT1OR6Z5TOV03J7","682.5","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","682.5"
"4F5D358417581540818A8956F69455EB","","OOTOSBT1OR6Z73MOGEQR","270.02","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","270.02"
"44DDF771E6AD0344B6CD36C9783D7DA9","","OOTOSBT1OR6Z8DKHVGPZ","301.33","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","301.33"
"BED9C66A4C80E0408BD4753F0CF21DDB","","OOTOSBT1OR6Z9NIBAIY1","599.47","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","599.47"
"03E4826B9FA390408F1B6681E0693C7F","","OOTOSBT1OR6ZAXG4PKX8","574.68","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","574.68"
"37125D3287F86C40B4AED97C7323E1A6","","OOTOSBT1OR6ZC7DY4N9M","60.3","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","60.3"
"0616A319196B9249AB76AB8CE56916B1","","OOTOSBT1OR6ZDHBRJRV4","2000","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","2000"
"56FA42672498AC469F22C30E129AD85E","","OOTOSBT1OR6ZER9KZ3RP","184","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","184"
"7FE75083D28C9245887D6ADFA3094EE8","","OOTOSBT1OR6ZG17EE9UF","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"9DE924EE17C0E045AEA369C7226407B5","","OOTOSBT1OR6ZHB57TGBQ","169.31","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","169.31"
"58444C808E3147499389BBE4F092976B","","OOTOSBT1OR6ZIL319P26","164.44","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","164.44"
"AE156F807F40C44B9AC0EE5ED817F24B","","OOTOSBT1OR6ZJV0UORCM","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"F2D48968EEC30241A1D64CFD8BB71766","","OOTOSBT1OR6ZL4YO3TWJ","307.14","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","307.14"
"4D52B8C0F3326440B0903B4D1B4408C2","","OOTOSBT1OR6ZMEWHIWFV","112.91","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","112.91"
"3CE096D28BF839488959B37705D5750C","","OOTOSBT1OR6ZNOUAXYE9","680.94","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","680.94"
"74AA24AFE85A1C42B65895F0A5040EB4","","OOTOSBT1OR6ZOYS4D19X","116.61","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","116.61"
"E7D5DE9D6ED76541A54286448EB8A24F","","OOTOSBT1OR6ZQ8PXS3VY","210.26","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","210.26"
"8A7F37D8BD4EEF4EA7B151E30E9BFA63","","OOTOSBT1OR6ZSSLKMD6T","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"942FDE55A92FCA4C818D2E5B705C3DF4","","OOTOSBT1OR6ZU2JE1FR4","30","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","30"
"6DBBA677F17D3D489D571CCE5F229A52","","OOTOSBT1OR6ZVCH7GKTT","66","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","66"
"5790C4BFE370F94C8CBE169567777674","OOTOSBT1OR7BE2RU6LB1","OOTOSBT1OR6ZXWCUAQ9K","117.6","28/04/2011","Payment to Account ","Credit Card","1","","","1","30/12/2024","0","0","0","0","117.6"
"19F6B4BCA23FB541B266C30BDD5FE916","","OOTOSBT1OR6ZZ6ANPY8H","228","31/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","228"
"2368BC9E7EAAE841A0469CD99D5D5EA0","","OOTOSBT1OR700G8H509G","109","07/04/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","109"
"2458BB081FB4A24FB1AB1226E546C61F","","OOTOSBT1OR701Q6AK264","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"5044FE822C61204BB8D1C082A80FF935","","OOTOSBT1OR704A1XFFL3","253.59","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","253.59"
"744572C2A166974BB5E9315E0D65A238","","OOTOSBT1OR705JZQUHRR","357.9","30/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","357.9"
"E9F56A01C89CDA47BA2E55F9CC566DC3","","OOTOSBT1OR706TXK9JS5","964.38","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","964.38"
"07A1C738124B5A4193B13D2B11A3371D","","OOTOSBT1OR7083VDOMH3","196.71","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","196.71"
"2721FCBA2E4A7C47A7C239F2FB1E54B5","","OOTOSBT1OR709DT73OL5","163.85","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","163.85"
"CED1538C947D3C4B975135DD744289A2","","OOTOSBT1OR70ANR0IRLY","251.42","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","251.42"
"6DB4D7D47FF7094BA8CF1E75C3D1C717","","OOTOSBT1OR70BXOTXUSE","664.16","12/04/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","664.16"
"FFE912881B1DD94993F59DBC2BAAD093","","OOTOSBT1OR70EHKGS17V","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"0B69539B27DBA24893B8DE1AB5228443","","OOTOSBT1OR70JLBQGAZX","86.4","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","86.4"
"269AC356486D0E42869BD8DD73F39FF1","","OOTOSBT1OR70M57DAMD9","40","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","40"
"E290B3A57DD0764D96972671A8867397","OOTOSBT1OR78EVV6EK27","OOTOSBT1OR70NF56POFY","2310.03","15/04/2011","Credit Note  (100002) against 60244 - Ref:RWO23032011598841/1","Credit Note","1","","","0","","0","0","0","0","2310.03"
"7182A6E920C4004B9207931EAC42EEF5","","OOTOSBT1OR70OP304TC0","79.67","30/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","79.67"
"EC011EA5B1BB5B4AABC69C656D20B63C","","OOTOSBT1OR70PZ0TJYEX","171.16","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","171.16"
"3A1496AE640AF740BE1233A99F34372F","","OOTOSBT1OR70R8YN072M","439.06","06/05/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","439.06"
"4871EFAE7219634BA49360E9CDC0583E","","OOTOSBT1OR70TSU9UBDC","319.15","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","319.15"
"CE21E4B7D5E6044C8780014CF4FB535F","","OOTOSBT1OR70WCPWOGF9","192.6","30/03/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","192.6"
"2C77F6832580BA44B5817EF4FA014948","","OOTOSBT1OR70XMNQ3IDW","148","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","148"
"A0EF75026710E84AB826DE86F933326A","","OOTOSBT1OR70YWLJIKQL","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"009B7898D30AAB47AF1E3BB1C34EDD85","","OOTOSBT1OR7106JCXMPG","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"22B02923A8C781419021A7018867BD4B","","OOTOSBT1OR711GH6CPQ8","110.22","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","110.22"
"7BCD264EC61AE1498217A33E73B59DF7","","OOTOSBT1OR712QEZRTVY","490.64","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","490.64"
"3B3476146FEB6D4994ECB32C0223D4E1","","OOTOSBT1OR716K8G11TU","338.32","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","338.32"
"1D53737B5055304D994741030898DDBB","","OOTOSBT1OR717U69G9B4","40","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","40"
"740A03B04F0D354A94F79FB367DB0FD0","","OOTOSBT1OR719442VEFT","69.6","30/03/2011","Cash Payment","Cash","1","28/06/2016","001","1","30/12/2024","0","0","0","0","69.6"
"41B99ED1DFC1AC46B476029202F609D0","","OOTOSBT1OR71AE1WAHJK","58","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","58"
"03930934009C6F4DA33F07B8CD91D668","","OOTOSBT1OR71BNZPPOCJ","109","06/04/2011","Cheque","Cheque","1","28/06/2016","001","1","30/12/2024","0","0","0","0","109"
"FD70360FCE96A94CBAF9B767296A289C","OOTOSBT1P03NB0S578DL","OOTOSBT1OR71CXXJ9LMJ","239.82","14/02/2012","Payment to Account ","Credit Card","1","","","1","30/12/2024","0","0","0","0","239.82"
"D1D3455FEA81544A8C1CEB5F79E63409","","OOTOSBT1OR71E7VCOO1M","134.9","06/04/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","134.9"
"74233A6DF206C2488B4ACB825A330088","","OOTOSBT1OR71GRQZIS3P","5","30/03/2011","Card","Card","1","28/06/2016","001","1","30/12/2024","0","","","","5"
